MAC,Timestamp,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z,Roll,Pitch
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:49:100,-1050.94,8.08,1264.86,-0.01,0.69
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:49:200,1181.81,-228.93,887.56,0.25,-0.91
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:49:300,90.37,-196.8,19.29,1.47,-0.43
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:49:400,246.8,-368.84,-580.38,-0.57,0.34
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:49:500,-68.78,22.85,312.81,-0.07,0.22
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:49:600,25.23,0.12,-105.66,0.0,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:49:700,-4.04,-0.59,20.4,0.03,0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:49:800,-8.63,-1.39,32.12,0.04,0.26
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:49:900,-4.5,-1.03,16.79,0.06,0.26

CC:7B:5C:AF:BD:F4,2025:02:27 14:08:53:400,-0.09,0.49,-2.24,0.22,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:53:500,0.02,-0.15,0.68,0.21,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:53:600,-0.16,0.65,-3.08,0.21,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:53:700,-0.62,3.49,-15.36,0.22,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:53:800,0.04,-0.29,1.32,0.22,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:53:900,-0.68,5.2,-24.05,0.21,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:54:000,-0.05,0.37,-1.66,0.22,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:54:100,-0.09,0.87,-3.93,0.22,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:54:200,-0.24,2.42,-11.17,0.21,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:54:300,-0.46,3.11,-14.63,0.21,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:54:400,-538.36,386.42,687.84,-0.51,0.6
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:54:500,-1033.07,-128.9,1175.41,0.11,0.72
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:54:600,522.31,-122.38,303.09,0.38,-1.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:54:700,262.1,-102.7,174.07,0.53,-0.91
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:54:800,-473.82,-192.88,-14.68,-1.49,-1.18
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:54:900,3.13,0.3,45.4,-0.01,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:55:000,-4.89,-0.24,27.03,0.01,0.18
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:55:100,-32.24,4.38,144.45,-0.03,0.22
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:55:200,-0.8,-0.03,3.5,0.01,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:55:300,6.08,0.47,-24.58,0.02,0.24

CC:7B:5C:AF:BD:F4,2025:02:27 14:08:59:600,-0.76,3.06,-12.75,0.24,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:59:700,-0.96,6.77,-26.7,0.25,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:59:800,-0.73,3.71,-15.47,0.24,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:08:59:900,0.1,-0.58,2.51,0.23,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:00:000,-0.23,2.09,-8.84,0.23,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:00:100,0.3,-2.75,11.71,0.23,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:00:200,-0.32,2.57,-10.66,0.24,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:00:300,-0.42,2.32,-9.94,0.23,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:00:400,-0.02,-3.31,17.16,0.19,0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:00:500,-42.9,-30.3,217.05,0.14,0.19
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:00:600,-1438.78,400.66,1628.1,-0.24,0.71
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:00:700,-660.4,58.28,411.05,-0.14,1.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:00:800,2006.32,88.54,344.11,-0.25,-1.4
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:00:900,-1982.05,963.16,-71.55,-1.64,1.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:01:000,222.28,-106.24,263.08,0.38,-0.66
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:01:100,1.34,5.38,-14.86,0.35,0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:01:200,-13.77,-21.18,77.84,0.27,0.17
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:01:300,2.06,2.67,-9.05,0.29,0.21
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:01:400,-7.71,-8.32,31.21,0.26,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:01:500,-0.26,-0.3,0.96,0.3,0.25

CC:7B:5C:AF:BD:F4,2025:02:27 14:09:05:700,0.07,-0.64,2.69,0.23,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:05:800,-0.65,4.25,-18.22,0.23,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:05:900,-0.53,2.94,-13.16,0.22,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:06:000,-0.71,4.08,-18.99,0.21,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:06:100,-0.37,1.64,-7.63,0.21,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:06:200,0.21,-1.18,5.34,0.22,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:06:300,-0.19,1.17,-5.38,0.21,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:06:400,-0.42,2.52,-10.98,0.23,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:06:500,-0.18,1.72,-8.65,0.2,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:06:600,-11.79,-8.49,93.79,0.09,0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:06:700,-1027.9,397.24,1164.63,-0.33,0.7
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:06:800,-1072.42,-53.92,1039.46,0.05,0.8
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:06:900,2061.84,-98.08,1218.62,0.08,-1.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:07:000,-96.57,328.7,133.81,1.96,-0.27
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:07:100,9.42,3.24,10.32,-0.3,-0.72
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:07:200,6.89,-0.62,-36.43,-0.02,0.19
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:07:300,25.01,0.84,-91.75,0.01,0.27
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:07:400,2.99,0.88,-12.58,0.07,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:07:500,-8.39,-2.06,33.92,0.06,0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:07:600,-5.65,-1.17,23.32,0.05,0.24

CC:7B:5C:AF:BD:F4,2025:02:27 14:09:41:500,-1.88,1.23,-15.17,0.08,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:41:600,0.16,1.61,-26.08,0.06,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:41:700,-0.2,1.48,-48.53,0.03,-0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:41:800,1.22,1.58,-23.35,0.07,0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:41:900,-0.15,1.31,-8.64,0.15,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:42:000,-14.65,-21.63,160.06,0.13,0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:42:100,0.45,2.9,-27.24,0.11,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:42:200,6.33,15.82,-96.89,0.16,0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:42:300,-3.07,-6.21,32.72,0.19,0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:42:400,-570.31,125.83,869.02,-0.14,0.58
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:42:500,-1347.25,218.23,1737.59,-0.12,0.66
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:42:600,-25.2,8.8,-64.04,0.14,-0.37
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:42:700,791.15,-735.89,343.24,1.13,-0.77
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:42:800,476.59,397.45,-145.97,1.22,0.84
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:42:900,-117.3,23.28,270.43,-0.09,0.41
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:43:000,45.37,-16.82,-156.25,-0.11,0.28
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:43:100,-22.38,9.1,101.95,-0.09,0.22
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:43:200,-2.95,0.97,12.48,-0.08,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:43:300,-11.16,0.88,44.37,-0.02,0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:43:400,-10.01,-0.04,39.97,0.0,0.25

CC:7B:5C:AF:BD:F4,2025:02:27 14:09:49:300,1.37,4.75,-20.75,0.23,0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:49:400,0.88,3.24,-13.87,0.23,0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:49:500,0.03,0.11,-0.46,0.23,0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:49:600,0.23,0.81,-3.67,0.22,0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:49:700,0.1,0.38,-1.65,0.23,0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:49:800,0.08,0.28,-1.21,0.23,0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:49:900,0.25,0.89,-3.72,0.23,0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:50:000,0.85,3.15,-13.65,0.23,0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:50:100,2.5,7.0,-31.83,0.22,0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:50:200,-58.15,20.7,121.08,-0.17,0.44
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:50:300,-1033.82,411.46,1435.61,-0.28,0.61
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:50:400,-189.36,5.07,231.74,-0.02,0.68
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:50:500,334.31,-35.09,291.22,0.12,-0.85
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:50:600,-269.22,626.22,-301.41,1.12,-0.37
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:50:700,-18.42,-4.6,-139.92,-0.03,-0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:50:800,9.04,-1.12,-52.04,-0.02,0.17
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:50:900,0.64,-0.13,-4.79,-0.03,0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:51:000,5.41,0.37,-35.57,0.01,0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:51:100,-8.24,-0.94,54.42,0.02,0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:51:200,0.95,0.05,-5.08,0.01,0.18

CC:7B:5C:AF:BD:F4,2025:02:27 14:09:58:700,0.0,0.08,-0.37,0.22,0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:58:800,-0.01,1.32,-5.74,0.23,-0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:58:900,0.05,1.66,-7.33,0.22,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:59:000,0.14,1.95,-8.47,0.23,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:59:100,-0.0,-0.31,1.34,0.23,0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:59:200,0.06,1.83,-8.06,0.22,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:59:300,0.09,1.32,-5.51,0.23,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:59:400,-0.01,-0.22,0.94,0.23,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:59:500,0.15,0.75,-3.61,0.2,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:59:600,-8.07,-19.65,102.72,0.19,0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:59:700,-87.3,2.96,230.1,-0.01,0.36
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:59:800,-1085.85,178.96,1709.21,-0.1,0.56
CC:7B:5C:AF:BD:F4,2025:02:27 14:09:59:900,-22.05,70.48,-122.58,0.52,-0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:00:000,864.45,-106.88,467.27,0.22,-1.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:00:100,102.87,7.84,6.92,2.29,1.47
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:00:200,-101.55,-8.09,373.28,0.02,0.27
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:00:300,31.23,2.33,-72.97,0.03,0.4
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:00:400,-3.75,0.33,11.4,-0.03,0.32
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:00:500,0.93,-0.01,-2.65,-0.0,0.34
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:00:600,-4.27,-0.13,12.87,0.01,0.32
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:00:700,9.31,0.18,-27.63,0.01,0.33

CC:7B:5C:AF:BD:F4,2025:02:27 14:10:05:900,-0.17,0.83,-3.32,0.24,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:06:000,-0.13,0.58,-2.42,0.23,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:06:100,0.17,-2.77,10.31,0.26,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:06:200,0.1,-0.95,3.44,0.27,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:06:300,-0.98,5.79,-20.98,0.27,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:06:400,-0.49,3.2,-11.47,0.27,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:06:500,-0.23,1.76,-6.7,0.26,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:06:600,-0.27,2.0,-7.6,0.26,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:06:700,-0.85,5.64,-20.52,0.27,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:06:800,-1.15,18.14,-69.03,0.26,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:06:900,-220.28,35.9,335.44,-0.11,0.58
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:07:000,-1311.12,-95.46,2623.0,0.04,0.46
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:07:100,12.31,-12.71,30.08,0.4,-0.36
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:07:200,616.05,-149.52,204.28,0.63,-1.18
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:07:300,-27.97,-3.24,-5.78,2.63,1.34
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:07:400,-9.01,-25.01,124.17,0.2,0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:07:500,37.18,43.3,-119.79,0.35,0.28
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:07:600,-43.43,-33.54,164.43,0.2,0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:07:700,-16.15,-18.86,66.38,0.28,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:07:800,-8.45,-10.96,35.01,0.3,0.23

CC:7B:5C:AF:BD:F4,2025:02:27 14:10:13:800,-0.17,2.3,-10.41,0.22,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:13:900,-0.34,2.71,-11.96,0.22,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:14:000,-0.09,0.48,-2.2,0.22,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:14:100,-0.26,2.11,-9.68,0.21,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:14:200,-0.32,3.29,-15.21,0.21,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:14:300,-0.05,2.89,-12.96,0.22,-0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:14:400,-0.04,2.76,-11.53,0.23,-0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:14:500,0.01,-0.16,0.67,0.24,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:14:600,-0.41,4.14,-17.84,0.23,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:14:700,0.88,9.55,-45.67,0.21,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:14:800,-327.98,121.81,497.84,-0.24,0.57
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:14:900,-1031.85,331.4,1741.04,-0.19,0.53
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:15:000,52.69,-30.46,157.34,0.19,-0.32
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:15:100,695.43,9.9,95.69,-0.1,-1.43
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:15:200,376.83,-113.92,-343.96,-0.32,0.8
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:15:300,-18.54,50.76,212.78,-0.23,0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:15:400,23.36,-52.11,-196.12,-0.26,0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:15:500,-9.13,18.27,76.14,-0.24,0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:15:600,-10.14,18.6,94.3,-0.19,0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:15:700,-4.24,6.3,41.42,-0.15,0.1

CC:7B:5C:AF:BD:F4,2025:02:27 14:10:19:700,0.33,1.98,-9.87,0.2,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:19:800,0.05,2.04,-9.46,0.21,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:19:900,0.37,3.6,-16.98,0.21,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:20:000,0.06,0.25,-1.2,0.21,0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:20:100,-0.19,-1.11,5.25,0.21,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:20:200,0.49,3.04,-14.63,0.2,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:20:300,0.21,1.19,-5.21,0.22,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:20:400,0.6,2.47,-10.92,0.22,0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:20:500,0.83,3.58,-16.21,0.22,0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:20:600,3.18,7.47,-34.74,0.21,0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:20:700,25.91,19.53,-110.52,0.17,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:20:800,-259.43,21.46,368.93,-0.06,0.61
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:20:900,-1132.15,117.64,1582.23,-0.07,0.62
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:21:000,-155.85,-132.84,739.29,0.18,0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:21:100,838.66,-59.6,351.39,0.17,-1.17
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:21:200,912.6,-101.4,219.7,-2.71,1.31
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:21:300,-1.42,-0.08,-11.58,-0.01,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:21:400,13.42,20.05,-134.22,0.15,0.1
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:21:500,-5.35,-6.37,38.52,0.16,0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:21:600,-3.14,-5.27,22.42,0.23,0.14

CC:7B:5C:AF:BD:F4,2025:02:27 14:10:27:500,-2.24,4.14,-15.65,0.26,-0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:27:600,-2.82,5.1,-19.62,0.25,-0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:27:700,-1.32,2.37,-9.07,0.26,-0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:27:800,0.89,-1.65,6.4,0.25,-0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:27:900,-0.72,1.28,-4.96,0.25,-0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:28:000,-2.64,4.38,-17.12,0.25,-0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:28:100,-1.24,2.34,-8.95,0.26,-0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:28:200,-2.45,4.58,-18.07,0.25,-0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:28:300,-4.17,8.6,-33.38,0.25,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:28:400,-0.99,8.02,-37.14,0.21,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:28:500,-852.24,236.12,1329.4,-0.18,0.56
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:28:600,-639.76,-258.01,1468.85,0.17,0.41
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:28:700,-56.41,18.52,-31.48,0.53,-1.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:28:800,399.91,-37.32,217.99,0.17,-1.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:28:900,165.75,-9.38,-33.44,-0.27,1.36
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:29:000,-33.92,8.48,243.18,-0.03,0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:29:100,-2.9,-0.01,12.36,0.0,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:29:200,-8.55,-0.73,36.94,0.02,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:29:300,-8.83,-2.03,37.29,0.05,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:29:400,-1.29,-0.32,5.65,0.06,0.22

CC:7B:5C:AF:BD:F4,2025:02:27 14:10:32:800,1.24,-5.98,15.84,0.36,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:32:900,-1.65,5.3,-14.3,0.35,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:33:000,-1.69,5.6,-14.92,0.36,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:33:100,-0.26,1.15,-3.08,0.36,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:33:200,0.16,-0.91,2.45,0.36,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:33:300,0.02,-0.11,0.29,0.36,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:33:400,-0.71,3.0,-8.23,0.35,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:33:500,-1.18,4.92,-13.67,0.35,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:33:600,-0.49,2.18,-6.05,0.35,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:33:700,-0.36,1.47,-4.09,0.34,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:33:800,-1.65,7.31,-21.04,0.33,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:33:900,14.04,26.69,-130.21,0.2,0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:34:000,-739.81,136.85,1108.57,-0.12,0.58
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:34:100,-764.09,41.27,1646.18,-0.03,0.43
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:34:200,778.13,-33.47,771.33,0.04,-0.79
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:34:300,147.65,-77.93,21.18,1.31,-1.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:34:400,78.87,24.63,-45.1,0.5,0.99
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:34:500,-65.7,-3.33,305.42,0.01,0.21
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:34:600,41.36,17.27,-169.93,0.1,0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:34:700,-9.41,-4.59,45.49,0.1,0.2

CC:7B:5C:AF:BD:F4,2025:02:27 14:10:39:100,-0.9,2.66,-7.43,0.34,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:39:200,-0.47,1.43,-3.91,0.35,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:39:300,-2.67,9.2,-23.6,0.37,-0.1
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:39:400,0.03,-0.13,0.33,0.36,-0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:39:500,-0.46,1.76,-4.79,0.35,-0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:39:600,-0.69,2.4,-6.88,0.34,-0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:39:700,-0.68,2.5,-7.09,0.34,-0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:39:800,-1.12,4.01,-11.31,0.34,-0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:39:900,-1.29,4.91,-13.57,0.35,-0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:40:000,-4.32,18.93,-54.0,0.34,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:40:100,-3.44,-3.22,27.44,0.12,0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:40:200,-940.87,239.06,1497.83,-0.16,0.56
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:40:300,-411.16,-225.04,772.93,0.28,0.47
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:40:400,995.66,-182.95,621.07,0.29,-0.99
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:40:500,-307.06,272.62,-76.76,1.3,-0.83
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:40:600,16.79,13.43,-455.89,0.03,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:40:700,-26.65,-2.55,115.73,0.02,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:40:800,4.71,1.91,-29.42,0.06,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:40:900,-0.52,-0.23,2.69,0.09,0.19
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:41:000,-14.57,-9.5,74.9,0.13,0.19
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:41:100,-8.91,-7.11,45.7,0.15,0.19

CC:7B:5C:AF:BD:F4,2025:02:27 14:10:46:600,-1.51,-3.62,23.1,0.16,0.06
