MAC,Timestamp,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z,Roll,Pitch
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:23:500,-92.2,8.72,318.72,-0.03,0.28
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:23:600,-282.62,73.66,526.52,-0.14,0.49
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:23:700,-270.62,-44.0,333.0,0.13,0.68
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:23:800,-46.8,-94.58,65.23,0.97,0.39
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:23:900,201.28,133.82,146.82,-0.74,-0.79
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:24:000,-516.38,-713.54,84.03,1.45,0.62
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:24:100,-63.7,158.39,-96.64,1.02,-0.33
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:24:200,0.68,111.18,-43.52,1.2,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:24:300,-21.08,-100.76,46.12,1.14,0.19
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:24:400,-6.28,-28.84,10.34,1.23,0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:24:500,0.23,1.14,-0.36,1.26,0.19

CC:7B:5C:AF:BD:F4,2025:02:27 14:20:29:100,0.02,-0.26,-2.89,-0.09,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:29:200,0.02,-0.87,-10.72,-0.08,0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:29:300,0.01,-0.08,-0.98,-0.08,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:29:400,0.01,-0.29,-3.52,-0.08,0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:29:500,0.01,-1.14,-13.45,-0.08,0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:29:600,0.07,-0.44,-5.0,-0.09,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:29:700,-0.15,0.82,9.68,-0.08,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:29:800,-1.1,1.63,16.77,-0.1,0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:29:900,-4.57,5.23,48.92,-0.11,0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:30:000,-23.61,12.23,114.79,-0.11,0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:30:100,-264.19,64.24,409.14,-0.16,0.57
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:30:200,-828.19,-33.96,768.23,0.04,0.82
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:30:300,52.22,-150.99,170.1,0.73,-0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:30:400,-47.13,-20.44,-29.72,-0.6,-0.92
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:30:500,-226.93,-463.07,34.76,1.5,0.45
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:30:600,73.03,245.88,-28.17,1.46,0.29
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:30:700,-11.42,-23.89,10.37,1.16,0.41
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:30:800,-30.86,-96.92,22.65,1.34,0.3
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:30:900,-0.38,-1.25,0.24,1.38,0.29
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:31:000,4.94,15.62,-4.42,1.3,0.3

CC:7B:5C:AF:BD:F4,2025:02:27 14:20:39:800,-0.33,-0.89,-7.97,-0.11,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:39:900,-0.03,-0.12,-1.06,-0.11,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:40:000,0.08,0.27,2.3,-0.12,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:40:100,0.09,0.25,2.33,-0.11,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:40:200,-0.41,-1.13,-10.5,-0.11,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:40:300,-0.3,-0.94,-8.78,-0.11,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:40:400,-0.02,-0.07,-0.67,-0.11,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:40:500,-0.3,-0.94,-8.92,-0.11,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:40:600,-0.19,-0.75,-7.05,-0.11,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:40:700,-1.55,3.66,30.43,-0.12,0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:40:800,-338.19,171.48,662.95,-0.25,0.46
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:40:900,-552.5,109.33,980.81,-0.11,0.51
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:41:000,-7.8,-101.22,90.91,0.84,0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:41:100,60.14,10.06,45.76,-0.22,-0.91
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:41:200,-16.98,-53.99,4.46,1.49,0.3
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:41:300,44.47,212.85,-22.1,1.47,0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:41:400,-91.54,-160.44,80.3,1.11,0.47
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:41:500,-7.73,-24.06,5.68,1.34,0.3
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:41:600,7.29,23.55,-5.6,1.34,0.29
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:41:700,-6.31,-20.35,6.07,1.28,0.29

CC:7B:5C:AF:BD:F4,2025:02:27 14:20:48:600,-0.87,-0.64,-12.02,-0.05,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:48:700,-0.39,-0.25,-5.42,-0.05,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:48:800,-0.61,-0.38,-8.06,-0.05,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:48:900,-0.54,-0.32,-6.79,-0.05,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:49:000,-0.31,-0.19,-4.14,-0.05,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:49:100,-0.29,-0.17,-3.49,-0.05,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:49:200,-0.91,-0.63,-13.78,-0.05,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:49:300,-1.03,-0.68,-14.26,-0.05,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:49:400,0.09,0.06,1.33,-0.05,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:49:500,-0.34,-0.32,-6.1,-0.05,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:49:600,-61.95,29.78,269.11,-0.11,0.22
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:49:700,-826.78,421.57,1224.12,-0.33,0.57
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:49:800,16.18,17.13,-41.47,0.39,0.35
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:49:900,200.22,-152.04,197.07,0.66,-0.68
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:50:000,-145.16,320.77,8.7,1.6,-0.42
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:50:100,152.87,121.4,75.11,2.12,0.82
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:50:200,-135.84,-289.08,208.46,0.95,0.36
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:50:300,-32.29,-125.71,12.23,1.47,0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:50:400,-8.4,-35.29,10.32,1.29,0.22
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:50:500,-0.31,-1.15,0.25,1.36,0.26

CC:7B:5C:AF:BD:F4,2025:02:27 14:20:57:500,0.98,-1.2,-8.07,-0.15,0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:57:600,0.72,-0.97,-6.12,-0.16,0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:57:700,-0.16,0.22,1.34,-0.16,0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:57:800,0.4,-0.48,-3.06,-0.15,0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:57:900,1.81,-2.13,-14.21,-0.15,0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:58:000,0.62,-0.69,-4.67,-0.15,0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:58:100,-0.35,0.45,2.75,-0.16,0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:58:200,1.29,-1.57,-10.03,-0.16,0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:58:300,2.13,-2.59,-16.19,-0.16,0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:58:400,-0.82,0.91,5.9,-0.15,0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:58:500,-166.46,27.39,263.14,-0.1,0.56
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:58:600,-920.86,342.27,1362.8,-0.25,0.58
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:58:700,88.92,-145.77,90.54,1.01,-0.48
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:58:800,14.1,7.35,11.49,-0.57,-0.8
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:58:900,-355.36,-799.79,113.92,1.43,0.41
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:59:000,3.61,45.63,3.71,1.65,0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:59:100,4.12,13.84,-9.5,0.97,0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:59:200,-23.0,-78.33,18.14,1.34,0.28
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:59:300,-2.19,-8.05,2.13,1.31,0.26
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:59:400,2.48,9.55,-3.28,1.24,0.24

CC:7B:5C:AF:BD:F4,2025:02:27 14:21:05:600,-0.05,-0.79,-16.9,-0.05,-0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:05:700,-0.05,0.39,8.15,-0.05,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:05:800,0.02,0.82,18.93,-0.04,-0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:05:900,-0.06,-1.76,-28.03,-0.06,-0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:06:000,0.07,-0.5,-8.07,-0.06,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:06:100,0.08,-0.24,-3.96,-0.06,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:06:200,-0.06,0.16,2.82,-0.06,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:06:300,-0.05,0.07,1.25,-0.05,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:06:400,-4.14,3.48,49.02,-0.07,0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:06:500,-136.82,33.25,309.67,-0.11,0.41
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:06:600,-828.84,30.14,952.75,-0.03,0.72
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:06:700,-121.96,-235.57,167.07,0.95,0.4
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:06:800,480.42,-78.83,344.44,0.22,-0.94
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:06:900,-104.11,-508.55,67.69,1.44,0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:07:000,42.15,254.31,44.27,1.74,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:07:100,-91.95,-167.59,152.46,0.83,0.39
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:07:200,-6.14,-25.03,4.3,1.4,0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:07:300,-6.26,-18.71,7.65,1.18,0.3
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:07:400,-2.23,-7.58,2.77,1.22,0.27
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:07:500,-1.74,-5.47,1.92,1.23,0.29

CC:7B:5C:AF:BD:F4,2025:02:27 14:21:12:600,-0.03,0.12,1.73,-0.07,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:12:700,-0.02,0.06,0.86,-0.07,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:12:800,0.1,-0.53,-6.97,-0.08,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:12:900,0.03,-0.39,-5.14,-0.08,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:13:000,0.13,-0.69,-8.78,-0.08,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:13:100,0.16,-0.72,-10.59,-0.07,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:13:200,-0.07,0.22,3.41,-0.07,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:13:300,-0.02,0.05,0.74,-0.07,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:13:400,-0.02,0.06,0.83,-0.07,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:13:500,-77.63,18.46,274.69,-0.07,0.27
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:13:600,-563.44,230.66,887.41,-0.25,0.55
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:13:700,-182.64,-124.37,80.75,0.99,0.89
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:13:800,704.32,-987.02,953.05,0.8,-0.47
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:13:900,137.65,-291.18,870.18,0.32,-0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:14:000,-53.86,-92.15,-100.07,2.4,0.38
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:14:100,-68.21,-313.1,286.05,0.83,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:14:200,28.56,104.54,-13.24,1.44,0.26
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:14:300,-15.76,-51.38,21.5,1.17,0.28
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:14:400,-1.24,-4.6,1.06,1.34,0.26
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:14:500,-3.96,-13.99,4.68,1.25,0.26

CC:7B:5C:AF:BD:F4,2025:02:27 14:21:20:300,0.96,-2.4,-87.56,-0.03,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:20:400,-0.05,-0.37,-11.47,-0.03,-0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:20:500,1.33,-2.65,-22.16,-0.12,0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:20:600,-0.59,1.74,11.49,-0.15,0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:20:700,-0.46,2.02,17.73,-0.11,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:20:800,0.08,-0.68,-5.58,-0.12,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:20:900,0.01,-0.04,-0.32,-0.12,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:21:000,0.03,-0.24,-1.9,-0.13,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:21:100,-0.56,1.27,10.18,-0.12,0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:21:200,-98.09,36.05,287.26,-0.12,0.33
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:21:300,-518.65,160.38,907.77,-0.17,0.51
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:21:400,-14.14,-5.43,11.52,0.44,0.84
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:21:500,172.66,-329.49,276.89,0.87,-0.38
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:21:600,-99.03,-29.09,-124.26,-0.23,-0.66
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:21:700,-157.05,-369.22,-34.74,1.66,0.4
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:21:800,-3.43,66.89,-48.5,0.94,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:21:900,-4.59,-28.94,11.72,1.19,0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:22:000,-15.5,-83.7,36.34,1.16,0.17
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:22:100,6.11,38.91,-12.31,1.26,0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:22:200,1.38,7.85,-2.92,1.21,0.16

CC:7B:5C:AF:BD:F4,2025:02:27 14:21:27:600,-2.94,-3.25,-22.4,-0.14,-0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:27:700,-0.29,-0.33,-2.48,-0.13,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:27:800,-0.54,-0.63,-4.64,-0.13,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:27:900,-1.23,-1.43,-10.17,-0.14,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:28:000,-0.72,-0.8,-6.14,-0.13,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:28:100,-1.06,-1.13,-8.44,-0.13,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:28:200,-0.85,-0.98,-7.19,-0.14,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:28:300,0.66,1.13,7.77,-0.14,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:28:400,-7.87,27.56,142.6,-0.19,0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:28:500,-188.83,86.93,536.54,-0.16,0.33
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:28:600,-196.22,31.58,338.59,-0.09,0.52
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:28:700,-39.9,-71.87,36.76,1.1,0.46
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:28:800,237.98,-30.21,318.36,0.09,-0.64
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:28:900,32.93,-422.0,219.56,1.09,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:29:000,-106.49,385.71,218.85,2.09,-0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:29:100,-101.51,-289.34,292.62,0.78,0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:29:200,10.55,80.36,-19.36,1.33,0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:29:300,-14.93,-76.42,47.14,1.02,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:29:400,-2.6,-13.88,5.58,1.19,0.17
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:29:500,-1.33,-8.81,4.38,1.11,0.13

CC:7B:5C:AF:BD:F4,2025:02:27 14:21:56:400,31.83,-20.92,-229.5,-0.09,0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:56:500,-9.2,9.41,53.23,-0.17,0.17
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:56:600,-18.1,23.59,74.4,-0.31,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:56:700,-30.84,41.3,146.02,-0.28,0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:56:800,5.87,-10.04,-49.32,-0.2,0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:56:900,3.39,-4.41,-28.59,-0.15,0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:57:000,-2.34,2.73,16.35,-0.17,0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:57:100,-6.41,6.41,33.91,-0.19,0.18
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:57:200,-36.31,24.66,108.72,-0.22,0.31
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:57:300,-442.0,182.38,482.04,-0.36,0.71
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:57:400,-668.24,-365.86,202.32,1.07,1.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:57:500,385.7,-403.4,615.31,0.58,-0.48
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:57:600,434.67,-614.33,652.76,0.76,-0.45
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:57:700,32.57,37.37,-12.67,1.24,0.69
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:57:800,-46.3,-171.11,95.95,1.06,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:57:900,25.81,80.99,-11.64,1.43,0.31
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:58:000,-4.47,-16.48,5.69,1.24,0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:58:100,5.46,20.01,-5.46,1.3,0.26
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:58:200,-5.0,-19.93,5.83,1.29,0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:21:58:300,-4.07,-15.7,4.79,1.27,0.24

CC:7B:5C:AF:BD:F4,2025:02:27 14:22:02:600,-0.45,-0.44,-7.22,-0.06,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:02:700,-0.33,-0.28,-4.7,-0.06,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:02:800,-0.85,-0.9,-16.04,-0.06,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:02:900,-0.59,-0.52,-9.84,-0.05,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:03:000,-0.43,-0.45,-7.92,-0.06,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:03:100,-0.49,-0.5,-9.08,-0.05,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:03:200,-0.21,-0.22,-3.83,-0.06,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:03:300,-0.62,-0.57,-11.17,-0.05,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:03:400,0.06,0.09,1.48,-0.06,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:03:500,-46.69,5.71,347.06,-0.02,0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:03:600,-1052.65,163.72,1112.68,-0.15,0.75
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:03:700,-139.42,-232.08,19.86,1.49,0.54
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:03:800,216.28,121.19,175.73,-0.6,-0.79
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:03:900,-618.67,-970.95,364.31,1.21,0.54
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:04:000,-12.39,172.13,71.15,1.96,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:04:100,-15.88,-75.55,76.44,0.78,0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:04:200,-4.69,-28.35,5.4,1.38,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:04:300,2.04,13.39,-5.61,1.17,0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:04:400,-3.14,-18.13,7.3,1.19,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:04:500,-5.0,-32.12,11.46,1.23,0.15

CC:7B:5C:AF:BD:F4,2025:02:27 14:22:09:700,-0.3,-0.49,-5.42,-0.09,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:09:800,-0.24,-0.46,-4.52,-0.1,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:09:900,-0.05,-0.09,-0.95,-0.1,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:10:000,-0.81,-1.44,-14.88,-0.1,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:10:100,-0.37,-0.7,-7.7,-0.09,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:10:200,-0.41,-0.81,-9.45,-0.08,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:10:300,-0.17,-0.45,-4.64,-0.1,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:10:400,-0.08,-0.19,-2.05,-0.09,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:10:500,-0.19,1.75,17.2,-0.1,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:10:600,-65.26,21.61,278.2,-0.08,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:10:700,-1126.56,375.94,1164.03,-0.31,0.74
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:10:800,-10.88,-43.08,21.61,1.11,0.22
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:10:900,138.29,-52.07,167.7,0.3,-0.67
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:11:000,45.79,-179.02,184.82,0.77,-0.18
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:11:100,-23.51,93.66,51.81,2.08,-0.22
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:11:200,-52.88,-249.08,207.07,0.88,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:11:300,5.42,58.31,-9.33,1.41,0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:11:400,-11.08,-62.62,28.54,1.14,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:11:500,-2.0,-11.97,3.24,1.31,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:11:600,-1.06,-5.78,1.96,1.24,0.17

CC:7B:5C:AF:BD:F4,2025:02:27 14:22:16:700,-0.0,0.0,-0.09,0.02,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:16:800,-0.37,0.17,-8.96,0.02,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:16:900,-0.75,0.33,-16.81,0.02,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:17:000,-0.22,0.13,-6.12,0.02,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:17:100,-0.08,0.04,-1.78,0.02,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:17:200,-0.3,0.13,-6.9,0.02,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:17:300,-0.43,0.18,-9.89,0.02,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:17:400,0.25,-0.19,9.53,0.02,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:17:500,-6.56,-0.23,127.33,0.0,0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:17:600,-275.72,79.07,618.74,-0.13,0.42
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:17:700,-392.76,173.15,651.82,-0.26,0.53
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:17:800,-103.11,-277.42,53.17,1.38,0.35
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:17:900,129.55,36.59,210.52,-0.17,-0.55
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:18:000,-227.81,-553.09,236.42,1.17,0.36
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:18:100,-18.08,122.25,61.28,2.04,-0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:18:200,-96.91,-235.43,212.76,0.84,0.3
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:18:300,8.19,40.72,-7.26,1.39,0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:18:400,-7.74,-32.24,16.76,1.09,0.21
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:18:500,-6.31,-28.55,10.65,1.21,0.2
