MAC,Timestamp,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z,Roll,Pitch
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:29:300,-0.18,-1.95,-9.84,-0.2,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:29:400,-0.29,-2.3,-11.2,-0.2,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:29:500,-0.31,-1.91,-9.72,-0.19,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:29:600,-0.55,-4.42,-21.81,-0.2,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:29:700,-0.14,-1.05,-5.25,-0.2,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:29:800,-0.19,-1.37,-6.75,-0.2,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:29:900,-0.06,-0.48,-2.35,-0.2,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:30:000,0.46,2.74,12.35,-0.22,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:30:100,0.0,6.99,32.87,-0.21,0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:30:200,-256.41,169.14,468.64,-0.35,0.48
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:30:300,-777.25,31.48,525.91,-0.06,0.98
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:30:400,-145.58,-133.06,174.78,0.65,0.59
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:30:500,640.35,-485.73,811.5,0.54,-0.6
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:30:600,38.11,-16.13,20.91,0.66,-0.96
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:30:700,19.77,120.3,-8.63,1.5,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:30:800,-3.3,-120.1,117.08,0.8,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:30:900,0.25,12.13,-1.7,1.43,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:31:000,-0.94,-20.81,8.29,1.19,0.04

CC:7B:5C:AF:BD:F4,2025:02:27 14:19:35:700,0.0,-0.49,-2.87,-0.17,0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:35:800,0.01,-1.11,-6.77,-0.16,0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:35:900,-0.0,0.06,0.4,-0.16,0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:36:000,0.04,-1.24,-7.86,-0.16,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:36:100,0.01,-0.77,-4.66,-0.16,0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:36:200,0.11,-2.91,-17.62,-0.16,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:36:300,0.03,-0.75,-4.78,-0.16,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:36:400,0.0,0.35,2.15,-0.16,0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:36:500,0.04,-0.67,-4.13,-0.16,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:36:600,-73.11,57.55,373.64,-0.15,0.19
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:36:700,-605.7,420.54,811.78,-0.48,0.59
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:36:800,-708.71,-372.61,51.64,1.43,1.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:36:900,273.31,-619.27,349.85,1.06,-0.37
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:37:000,292.12,189.82,142.78,-0.93,-0.89
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:37:100,-268.77,-359.2,340.47,0.81,0.5
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:37:200,3.58,-64.54,0.18,1.57,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:37:300,-12.6,-86.44,25.61,1.28,0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:37:400,-16.71,-142.29,44.91,1.27,0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:37:500,-1.1,-8.8,1.62,1.39,0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:37:600,2.17,16.26,-4.06,1.33,0.13

CC:7B:5C:AF:BD:F4,2025:02:27 14:19:43:000,-1.58,-2.13,-21.35,-0.1,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:43:100,-2.3,-2.71,-25.18,-0.11,-0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:43:200,-0.05,-0.07,-0.57,-0.12,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:43:300,1.96,3.44,28.51,-0.12,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:43:400,0.71,1.01,8.48,-0.12,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:43:500,-2.53,-2.69,-26.22,-0.1,-0.1
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:43:600,-0.43,-0.6,-5.27,-0.11,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:43:700,-0.69,-1.08,-10.22,-0.11,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:43:800,0.12,0.25,2.06,-0.12,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:43:900,-0.44,3.06,21.34,-0.14,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:44:000,-131.84,88.89,289.5,-0.3,0.41
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:44:100,-682.96,141.43,796.62,-0.18,0.7
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:44:200,-336.8,-195.92,174.08,0.84,0.91
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:44:300,88.31,-103.87,151.24,0.6,-0.45
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:44:400,273.66,-687.49,542.05,0.9,-0.3
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:44:500,27.99,295.71,159.81,2.07,0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:44:600,-54.86,-218.55,165.66,0.92,0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:44:700,-18.51,-208.22,46.02,1.35,0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:44:800,-6.13,-42.48,8.82,1.37,0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:44:900,2.37,25.16,-7.03,1.3,0.09

CC:7B:5C:AF:BD:F4,2025:02:27 14:19:51:100,-0.78,-0.51,-6.82,-0.08,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:51:200,-0.76,-0.46,-6.91,-0.07,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:51:300,-0.9,-0.57,-7.84,-0.07,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:51:400,0.26,0.17,2.27,-0.08,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:51:500,-0.03,-0.02,-0.22,-0.08,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:51:600,-0.75,-0.53,-6.74,-0.08,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:51:700,0.1,0.07,0.84,-0.08,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:51:800,-0.74,-0.44,-6.04,-0.07,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:51:900,-2.06,-1.28,-17.1,-0.07,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:52:000,1.73,1.82,22.3,-0.08,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:52:100,-245.23,143.49,521.77,-0.27,0.43
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:52:200,-495.2,130.64,601.57,-0.21,0.68
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:52:300,-217.66,-44.92,148.48,0.29,0.95
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:52:400,40.1,230.96,-135.53,1.04,0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:52:500,441.92,78.53,273.14,-0.28,-1.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:52:600,-99.97,-163.76,125.52,0.92,0.45
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:52:700,-98.6,-507.5,97.91,1.38,0.19
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:52:800,0.54,-51.03,-3.94,1.65,-0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:52:900,-3.66,-67.5,30.44,1.15,0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:53:000,-5.54,-49.9,15.42,1.27,0.11

CC:7B:5C:AF:BD:F4,2025:02:27 14:19:58:400,-1.89,-3.48,-16.57,-0.21,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:58:500,-1.43,-2.58,-12.26,-0.21,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:58:600,-1.41,-2.37,-11.8,-0.2,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:58:700,-1.24,-2.31,-11.36,-0.2,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:58:800,-0.53,-0.97,-4.81,-0.2,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:58:900,-0.26,-0.47,-2.42,-0.19,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:59:000,-1.32,-2.42,-12.9,-0.19,-0.1
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:59:100,-0.05,-0.11,-0.58,-0.19,-0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:59:200,0.27,0.56,2.93,-0.19,-0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:59:300,-0.66,28.57,149.73,-0.19,0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:59:400,-534.45,170.97,633.45,-0.26,0.68
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:59:500,-1119.5,-360.47,788.93,0.43,0.91
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:59:600,587.43,-213.69,512.77,0.39,-0.81
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:59:700,378.33,-283.27,397.42,0.62,-0.66
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:59:800,-144.84,-164.63,84.69,1.1,0.66
CC:7B:5C:AF:BD:F4,2025:02:27 14:19:59:900,-95.47,-351.76,157.13,1.15,0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:00:000,-0.16,-3.9,0.3,1.49,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:00:100,-0.05,-0.48,0.18,1.21,0.1
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:00:200,2.78,17.58,-5.24,1.28,0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:00:300,-8.16,-39.97,10.47,1.31,0.2

CC:7B:5C:AF:BD:F4,2025:02:27 14:20:05:000,0.21,-0.66,-11.03,-0.06,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:05:100,0.34,-0.66,-10.51,-0.06,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:05:200,0.36,-0.93,-14.72,-0.06,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:05:300,0.01,-0.03,-0.44,-0.08,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:05:400,0.13,-0.29,-4.31,-0.07,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:05:500,0.1,-0.22,-3.22,-0.07,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:05:600,0.0,-0.0,-0.03,-0.07,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:05:700,-2.28,1.74,27.44,-0.06,0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:05:800,-49.93,12.94,157.6,-0.08,0.31
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:05:900,-351.61,19.3,520.66,-0.04,0.59
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:06:000,-516.58,-230.36,498.1,0.43,0.76
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:06:100,1.28,-191.94,190.87,0.79,-0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:06:200,76.38,27.89,24.75,-0.84,-1.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:06:300,-872.92,-384.26,-120.08,1.87,1.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:06:400,-504.99,-599.64,385.62,1.0,0.62
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:06:500,-122.78,-249.7,3.7,1.56,0.46
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:06:600,-20.95,-65.62,15.15,1.34,0.3
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:06:700,0.44,1.57,-0.48,1.28,0.26
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:06:800,1.37,5.25,-1.64,1.27,0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:06:900,-2.99,-12.34,3.12,1.32,0.23

CC:7B:5C:AF:BD:F4,2025:02:27 14:20:13:000,-0.04,0.03,1.08,-0.03,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:13:100,0.27,-0.16,-7.0,-0.02,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:13:200,0.35,-0.25,-8.79,-0.03,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:13:300,0.07,-0.06,-2.2,-0.03,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:13:400,0.3,-0.16,-6.7,-0.02,0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:13:500,0.11,-0.08,-2.92,-0.03,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:13:600,0.51,-0.4,-12.69,-0.03,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:13:700,0.16,-0.1,-3.57,-0.03,0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:13:800,-2.74,0.92,35.33,-0.03,0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:13:900,-196.09,10.87,503.39,-0.02,0.37
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:14:000,-813.36,230.72,923.43,-0.24,0.71
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:14:100,-361.35,-333.32,135.42,1.18,0.79
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:14:200,432.65,-26.94,471.7,0.06,-0.74
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:14:300,-449.64,-1174.52,-37.89,1.6,0.37
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:14:400,-22.45,70.97,-2.33,1.54,-0.31
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:14:500,-18.44,81.0,-55.67,0.97,-0.19
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:14:600,2.77,54.28,-16.37,1.28,0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:14:700,-0.36,-1.95,0.43,1.35,0.18
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:14:800,-0.14,-0.66,0.2,1.27,0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:14:900,-0.15,-0.62,0.15,1.33,0.22

CC:7B:5C:AF:BD:F4,2025:02:27 14:20:22:600,-0.02,-0.02,-0.62,-0.04,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:22:700,-0.19,-0.17,-7.41,-0.02,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:22:800,-0.35,-0.36,-13.28,-0.03,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:22:900,-0.24,-0.25,-9.28,-0.03,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:23:000,-0.3,-0.24,-9.13,-0.03,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:23:100,-0.26,-0.2,-9.4,-0.02,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:23:200,-0.11,-0.11,-4.32,-0.03,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:23:300,0.07,0.23,7.51,-0.03,-0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:20:23:400,-2.75,2.48,47.08,-0.05,0.06
